area_cells,atc_ngmL,date,experiment,mRNA_cell,num_intens_totals,operator,spots_totals
345,10.0,20140110,O3_10ngmL,6,1.0638123140306706,O3,8
402,10.0,20140110,O3_10ngmL,12,2.137579269092851,O3,16
395,10.0,20140110,O3_10ngmL,14,2.3692710002288853,O3,17
460,10.0,20140110,O3_10ngmL,25,4.19589907988098,O3,31
337,10.0,20140110,O3_10ngmL,12,2.0418958724345755,O3,15
366,10.0,20140110,O3_10ngmL,22,3.774166988632027,O3,29
306,0.5,20131101,Oid_0p5ngmL,27,4.695576409552149,Oid,35
412,0.5,20131101,Oid_0p5ngmL,7,1.301405355916686,Oid,10
267,0.5,20131101,Oid_0p5ngmL,11,1.9603845273517968,Oid,14
312,0.5,20131101,Oid_0p5ngmL,18,3.179064621957732,Oid,22
356,0.5,20131101,Oid_0p5ngmL,4,0.7095231555657281,Oid,6
320,0.5,20131101,Oid_0p5ngmL,16,2.7552239261463347,Oid,21
342,0.5,20131101,Oid_0p5ngmL,10,1.755043869687953,Oid,14
258,0.5,20131101,Oid_0p5ngmL,37,6.358776226443885,Oid,47
296,0.5,20131101,Oid_0p5ngmL,8,1.4336552986953537,Oid,11
288,0.5,20131101,Oid_0p5ngmL,16,2.7060288395513843,Oid,20
337,0.5,20131101,Oid_0p5ngmL,4,0.7943297474631876,Oid,6
421,0.5,20131101,Oid_0p5ngmL,4,0.7129289692530709,Oid,5
369,0.5,20131101,Oid_0p5ngmL,6,1.1337911039902342,Oid,9
346,0.5,20131101,Oid_0p5ngmL,25,4.309266559853514,Oid,32
436,0.5,20131101,Oid_0p5ngmL,9,1.6216006713969633,Oid,12
397,0.5,20131101,Oid_0p5ngmL,10,1.7824673838406957,Oid,14
338,0.5,20131101,Oid_0p5ngmL,22,3.7918791485465775,Oid,29
361,0.5,20131101,Oid_0p5ngmL,16,2.7556542305638208,Oid,21
307,0.5,20131101,Oid_0p5ngmL,8,1.4875074387731742,Oid,11
331,0.5,20131101,Oid_0p5ngmL,22,3.787359426260778,Oid,28
381,0.5,20131101,Oid_0p5ngmL,42,7.1421097123674375,Oid,53
315,0.5,20131101,Oid_0p5ngmL,25,4.317891203173877,Oid,33
380,0.5,20131101,Oid_0p5ngmL,51,8.668072938124666,Oid,64
303,0.5,20131101,Oid_0p5ngmL,0,0.0,Oid,0
377,0.5,20131101,Oid_0p5ngmL,43,7.329903105210954,Oid,54
375,0.5,20131101,Oid_0p5ngmL,22,3.7546307774471654,Oid,27
283,0.5,20131101,Oid_0p5ngmL,14,2.4110872053101398,Oid,18
392,0.5,20131101,Oid_0p5ngmL,14,2.4290409704737908,Oid,18
301,0.5,20131101,Oid_0p5ngmL,18,3.095121690699626,Oid,23
353,0.5,20131101,Oid_0p5ngmL,0,0.15858640421149006,Oid,2
355,0.5,20131101,Oid_0p5ngmL,3,0.5261829556725415,Oid,3
370,0.5,20131101,Oid_0p5ngmL,21,3.620296452277409,Oid,27
416,0.5,20131101,Oid_0p5ngmL,36,6.054013885709928,Oid,45
284,0.5,20131101,Oid_0p5ngmL,0,0.01135576409552148,Oid,0
289,0.5,20131101,Oid_0p5ngmL,15,2.584686045624476,Oid,19
357,0.5,20131101,Oid_0p5ngmL,32,5.390109102006562,Oid,40
363,0.5,20131101,Oid_0p5ngmL,20,3.5046890974288543,Oid,26
372,0.5,20131101,Oid_0p5ngmL,20,3.4976581063553818,Oid,27
374,0.5,20131101,Oid_0p5ngmL,0,0.012408636606393537,Oid,0
268,0.5,20131101,Oid_0p5ngmL,21,3.561319844357977,Oid,26
308,0.5,20131101,Oid_0p5ngmL,12,2.171386282139315,Oid,16
323,0.5,20131101,Oid_0p5ngmL,26,4.510254367895018,Oid,32
303,0.5,20131101,Oid_0p5ngmL,0,0.0,Oid,0
393,0.5,20131101,Oid_0p5ngmL,15,2.657297627222095,Oid,20
385,0.5,20131101,Oid_0p5ngmL,34,5.71658197909514,Oid,43
383,0.5,20131101,Oid_0p5ngmL,12,2.1220954909590293,Oid,16
389,0.5,20131101,Oid_0p5ngmL,19,3.326641702906844,Oid,25
408,0.5,20131101,Oid_0p5ngmL,23,4.008160524910353,Oid,30
340,0.5,20131101,Oid_0p5ngmL,12,2.139967956054017,Oid,15
292,0.5,20131101,Oid_0p5ngmL,0,0.0,Oid,0
264,0.5,20131101,Oid_0p5ngmL,10,1.7589471274891282,Oid,13
330,0.5,20131101,Oid_0p5ngmL,10,1.8226982223239483,Oid,14
395,0.5,20131101,Oid_0p5ngmL,44,7.394293125810635,Oid,54
363,0.5,20131101,Oid_0p5ngmL,0,0.08797741664759291,Oid,0
305,0.5,20131101,Oid_0p5ngmL,5,0.8841748683909363,Oid,7
341,0.5,20131101,Oid_0p5ngmL,23,3.9070511940184627,Oid,29
349,0.5,20131101,Oid_0p5ngmL,13,2.207061875333791,Oid,16
328,0.5,20131101,Oid_0p5ngmL,0,0.0,Oid,0
343,0.5,20131101,Oid_0p5ngmL,24,4.0924483100633235,Oid,31
305,0.5,20131101,Oid_0p5ngmL,3,0.5506429236285953,Oid,4
375,0.5,20131101,Oid_0p5ngmL,9,1.6406073090714883,Oid,12
351,0.5,20131101,Oid_0p5ngmL,10,1.7628168154421302,Oid,14
301,0.5,20131101,Oid_0p5ngmL,14,2.392532234683757,Oid,18
337,0.5,20131101,Oid_0p5ngmL,5,0.9897215228503854,Oid,7
306,0.5,20131101,Oid_0p5ngmL,32,5.458425696192875,Oid,41
434,0.5,20131101,Oid_0p5ngmL,20,3.431070420386053,Oid,26
382,0.5,20131101,Oid_0p5ngmL,39,6.622336156252384,Oid,49
366,0.5,20131101,Oid_0p5ngmL,13,2.2854749370565344,Oid,16
348,0.5,20131101,Oid_0p5ngmL,8,1.3820035095750358,Oid,10
330,0.5,20131101,Oid_0p5ngmL,13,2.2520835584039056,Oid,16
466,0.5,20131101,Oid_0p5ngmL,20,3.4741130693522546,Oid,25
336,0.5,20131101,Oid_0p5ngmL,23,3.901312214847028,Oid,29
303,0.5,20131101,Oid_0p5ngmL,17,3.016695201037613,Oid,22
294,0.5,20131101,Oid_0p5ngmL,3,0.6286472877088579,Oid,4
435,0.5,20131101,Oid_0p5ngmL,21,3.623563103685052,Oid,26
428,0.5,20131101,Oid_0p5ngmL,21,3.5594866865033947,Oid,26
343,0.5,20131101,Oid_0p5ngmL,40,6.732326237888149,Oid,50
395,0.5,20131101,Oid_0p5ngmL,12,2.125639734493019,Oid,16
388,0.5,20131101,Oid_0p5ngmL,1,0.24419623102159155,Oid,1
374,0.5,20131101,Oid_0p5ngmL,10,1.8049897001602195,Oid,14
378,0.5,20131101,Oid_0p5ngmL,39,6.551555657282367,Oid,49
374,0.5,20131101,Oid_0p5ngmL,20,3.3962944991226065,Oid,25
398,0.5,20131101,Oid_0p5ngmL,33,5.681760646982523,Oid,43
387,0.5,20131101,Oid_0p5ngmL,30,5.051087083237963,Oid,38
411,0.5,20131101,Oid_0p5ngmL,8,1.5083115892271304,Oid,11
396,0.5,20131101,Oid_0p5ngmL,51,8.671674555580987,Oid,64
328,0.5,20131101,Oid_0p5ngmL,7,1.2122346837567712,Oid,9
346,0.5,20131101,Oid_0p5ngmL,22,3.772823682001983,Oid,27
379,0.5,20131101,Oid_0p5ngmL,16,2.7533907682917524,Oid,20
317,0.5,20131101,Oid_0p5ngmL,2,0.4574052948805979,Oid,3
357,0.5,20131101,Oid_0p5ngmL,14,2.4228702220187683,Oid,17
273,0.5,20131101,Oid_0p5ngmL,16,2.824536507209888,Oid,20
349,0.5,20131101,Oid_0p5ngmL,12,2.098310826276036,Oid,16
328,0.5,20131101,Oid_0p5ngmL,12,2.0477271686884877,Oid,15
289,0.5,20131101,Oid_0p5ngmL,23,3.943523308155947,Oid,29
401,0.5,20131101,Oid_0p5ngmL,8,1.3623285267414356,Oid,10
373,0.5,20131101,Oid_0p5ngmL,15,2.6262760357061112,Oid,20
335,0.5,20131101,Oid_0p5ngmL,9,1.6036438544289309,Oid,11
359,0.5,20131101,Oid_0p5ngmL,5,0.9419180590524148,Oid,7
363,0.5,20131101,Oid_0p5ngmL,7,1.179743099107347,Oid,9
376,0.5,20131101,Oid_0p5ngmL,9,1.6672220950637062,Oid,12
366,0.5,20131101,Oid_0p5ngmL,26,4.40540474555581,Oid,32
317,0.5,20131101,Oid_0p5ngmL,2,0.33601281757839313,Oid,2
403,0.5,20131101,Oid_0p5ngmL,22,3.770330235751888,Oid,27
396,0.5,20131101,Oid_0p5ngmL,5,0.9253803311207752,Oid,7
440,0.5,20131101,Oid_0p5ngmL,10,1.8240970473792628,Oid,13
372,0.5,20131101,Oid_0p5ngmL,13,2.2401890897993435,Oid,17
381,0.5,20131101,Oid_0p5ngmL,29,4.877735561150531,Oid,36
398,0.5,20131101,Oid_0p5ngmL,13,2.346083772030213,Oid,18
310,0.5,20131101,Oid_0p5ngmL,7,1.2170384679942012,Oid,9
383,0.5,20131101,Oid_0p5ngmL,5,0.9657618066681926,Oid,6
350,0.5,20131101,Oid_0p5ngmL,8,1.4800817883573665,Oid,12
368,0.5,20131101,Oid_0p5ngmL,53,8.937788845654994,Oid,67
301,0.5,20131101,Oid_0p5ngmL,0,0.007861448081178009,Oid,0
332,0.5,20131101,Oid_0p5ngmL,9,1.5255146105134658,Oid,11
313,0.5,20131101,Oid_0p5ngmL,39,6.598269626916915,Oid,48
375,0.5,20131101,Oid_0p5ngmL,16,2.83030441748684,Oid,20
301,0.5,20131101,Oid_0p5ngmL,10,1.692118715190356,Oid,12
312,0.5,20131101,Oid_0p5ngmL,2,0.3492271305409322,Oid,2
346,0.5,20131101,Oid_0p5ngmL,10,1.6857343404287786,Oid,13
340,0.5,20131101,Oid_0p5ngmL,13,2.2979659723811694,Oid,17
318,0.5,20131101,Oid_0p5ngmL,4,0.7419455252918287,Oid,5
308,0.5,20131101,Oid_0p5ngmL,8,1.5048081177996493,Oid,11
360,0.5,20131101,Oid_0p5ngmL,24,4.19129002822919,Oid,31
278,0.5,20131101,Oid_0p5ngmL,10,1.699750179293506,Oid,12
398,0.5,20131101,Oid_0p5ngmL,31,5.3430505226215,Oid,40
277,0.5,20131101,Oid_0p5ngmL,13,2.2236118104829483,Oid,16
358,0.5,20131101,Oid_0p5ngmL,27,4.678484962233921,Oid,35
281,0.5,20131101,Oid_0p5ngmL,28,4.8035114061188695,Oid,35
288,0.5,20131101,Oid_0p5ngmL,15,2.638358129243916,Oid,20
394,0.5,20131101,Oid_0p5ngmL,0,0.06546730754558633,Oid,0
387,0.5,20131101,Oid_0p5ngmL,24,4.104304570077058,Oid,31
355,0.5,20131101,Oid_0p5ngmL,21,3.6612119935912113,Oid,27
250,0.5,20131101,Oid_0p5ngmL,12,2.166480323491263,Oid,16
308,0.5,20131101,Oid_0p5ngmL,32,5.429739589532311,Oid,40
320,0.5,20131101,Oid_0p5ngmL,5,0.9801602197299152,Oid,8
324,0.5,20131101,Oid_0p5ngmL,12,2.0752391851682304,Oid,16
319,0.5,20131101,Oid_0p5ngmL,12,2.0490547035935,Oid,16
297,0.5,20131101,Oid_0p5ngmL,11,1.8576302738994428,Oid,13
428,0.5,20131101,Oid_0p5ngmL,24,4.081339620050353,Oid,30
398,0.5,20131101,Oid_0p5ngmL,13,2.2624368657969023,Oid,17
305,0.5,20131101,Oid_0p5ngmL,20,3.477055008773937,Oid,26
349,0.5,20131101,Oid_0p5ngmL,11,1.96628464179446,Oid,14
331,0.5,20131101,Oid_0p5ngmL,0,0.0,Oid,0
375,0.5,20131101,Oid_0p5ngmL,16,2.712950209811551,Oid,20
312,0.5,20131101,Oid_0p5ngmL,6,1.0760296025024791,Oid,7
347,0.5,20131101,Oid_0p5ngmL,13,2.186138704509041,Oid,16
327,0.5,20131101,Oid_0p5ngmL,29,4.87292872510872,Oid,35
388,0.5,20131101,Oid_0p5ngmL,18,3.1269794766155488,Oid,23
296,0.5,20131101,Oid_0p5ngmL,8,1.4246341649500267,Oid,10
322,0.5,20131101,Oid_0p5ngmL,16,2.8049439230945294,Oid,21
400,0.5,20131101,Oid_0p5ngmL,28,4.7828183413443215,Oid,36
323,0.5,20131101,Oid_0p5ngmL,6,1.151088731212329,Oid,9
375,0.5,20131101,Oid_0p5ngmL,47,7.952269779507133,Oid,59
342,0.5,20131101,Oid_0p5ngmL,9,1.5648858167391473,Oid,11
341,0.5,20131101,Oid_0p5ngmL,57,9.56387884336614,Oid,71
315,0.5,20131101,Oid_0p5ngmL,20,3.3865812161440454,Oid,24
349,0.5,20131101,Oid_0p5ngmL,15,2.6060700389105063,Oid,19
389,0.5,20131101,Oid_0p5ngmL,20,3.4446019989318675,Oid,26
367,0.5,20131101,Oid_0p5ngmL,8,1.396013244831006,Oid,10
370,0.5,20131101,Oid_0p5ngmL,17,3.0095780270084687,Oid,23
394,0.5,20131101,Oid_0p5ngmL,17,3.011850156404975,Oid,22
392,0.5,20131101,Oid_0p5ngmL,63,10.707006271457997,Oid,79
373,0.5,20131101,Oid_0p5ngmL,13,2.2905714503700314,Oid,16
362,0.5,20131101,Oid_0p5ngmL,16,2.8404404364080262,Oid,21
347,0.5,20131101,Oid_0p5ngmL,78,13.189260090028226,Oid,98
281,0.5,20131101,Oid_0p5ngmL,3,0.5817846341649499,Oid,5
447,0.5,20131101,Oid_0p5ngmL,2,0.3416045777065682,Oid,2
319,0.5,20131101,Oid_0p5ngmL,2,0.4376958876935989,Oid,3
357,0.5,20131101,Oid_0p5ngmL,0,0.03798886091401545,Oid,0
377,0.5,20131101,Oid_0p5ngmL,17,2.8896894789044016,Oid,22
388,0.5,20131101,Oid_0p5ngmL,7,1.2198458838788429,Oid,8
343,0.5,20131101,Oid_0p5ngmL,17,2.9281422140840783,Oid,22
285,0.5,20131101,Oid_0p5ngmL,24,4.165000076295109,Oid,30
374,0.5,20131101,Oid_0p5ngmL,40,6.8172579537651625,Oid,50
462,0.5,20131101,Oid_0p5ngmL,7,1.2888075074387728,Oid,10
434,0.5,20131101,Oid_0p5ngmL,39,6.639930663004503,Oid,50
256,0.5,20131101,Oid_0p5ngmL,7,1.2697703517204546,Oid,10
383,0.5,20131101,Oid_0p5ngmL,22,3.7026535439078367,Oid,27
358,0.5,20131101,Oid_0p5ngmL,8,1.4118532082093538,Oid,9
291,0.5,20131101,Oid_0p5ngmL,14,2.480167849240864,Oid,20
322,0.5,20131101,Oid_0p5ngmL,21,3.6792980849927517,Oid,28
363,0.5,20131101,Oid_0p5ngmL,21,3.657284321355,Oid,27
389,0.5,20131101,Oid_0p5ngmL,16,2.825204852368963,Oid,21
311,0.5,20131101,Oid_0p5ngmL,2,0.39086289768825816,Oid,3
326,0.5,20131101,Oid_0p5ngmL,26,4.503410391393912,Oid,33
346,0.5,20131101,Oid_0p5ngmL,4,0.8210818646524758,Oid,6
413,0.5,20131101,Oid_0p5ngmL,4,0.7028274967574579,Oid,5
317,0.5,20131101,Oid_0p5ngmL,10,1.783620965896085,Oid,13
372,0.5,20131101,Oid_0p5ngmL,25,4.2190890363927664,Oid,30
380,0.5,20131101,Oid_0p5ngmL,2,0.4827740901808194,Oid,4
429,0.5,20131101,Oid_0p5ngmL,8,1.3995208667124437,Oid,10
318,0.5,20131101,Oid_0p5ngmL,15,2.52526436255436,Oid,19
362,0.5,20131101,Oid_0p5ngmL,22,3.8540840772106497,Oid,29
303,0.5,20131101,Oid_0p5ngmL,11,2.010003814755474,Oid,14
409,0.5,20131101,Oid_0p5ngmL,2,0.3854489967193103,Oid,3
408,0.5,20131101,Oid_0p5ngmL,2,0.4532143129625392,Oid,3
367,0.5,20131101,Oid_0p5ngmL,21,3.6270359349965666,Oid,27
345,0.5,20131101,Oid_0p5ngmL,6,1.148372625314717,Oid,8
335,0.5,20131101,Oid_0p5ngmL,0,0.13248786144808122,Oid,1
329,0.5,20131101,Oid_0p5ngmL,7,1.2840100709544515,Oid,10
343,0.5,20131101,Oid_0p5ngmL,17,2.947307545586328,Oid,22
349,0.5,20131101,Oid_0p5ngmL,0,0.06899214160372323,Oid,0
371,0.5,20131101,Oid_0p5ngmL,23,3.9422690165560383,Oid,29
405,0.5,20131101,Oid_0p5ngmL,23,3.962053009842068,Oid,30
363,0.5,20131101,Oid_0p5ngmL,16,2.7005619592584096,Oid,20
446,0.5,20131101,Oid_0p5ngmL,0,0.009036392767223612,Oid,0
291,0.5,20131101,Oid_0p5ngmL,9,1.6492042420080877,Oid,12
388,0.5,20131101,Oid_0p5ngmL,7,1.2543993896391243,Oid,9
318,0.5,20131101,Oid_0p5ngmL,19,3.2220063172350653,Oid,25
359,0.5,20131101,Oid_0p5ngmL,41,6.887403921568626,Oid,51
369,0.5,20131101,Oid_0p5ngmL,2,0.3855374990463111,Oid,3
424,0.5,20131101,Oid_0p5ngmL,19,3.2218966964217586,Oid,23
420,0.5,20131101,Oid_0p5ngmL,15,2.5976501106279084,Oid,19
314,0.5,20131101,Oid_0p5ngmL,4,0.7771786068513006,Oid,6
448,0.5,20131101,Oid_0p5ngmL,39,6.7053391317616535,Oid,49
344,0.5,20131101,Oid_0p5ngmL,17,3.0146486610208285,Oid,22
427,0.5,20131101,Oid_0p5ngmL,15,2.5733937590600418,Oid,20
354,0.5,20131101,Oid_0p5ngmL,10,1.7607812619211107,Oid,13
305,0.5,20131101,Oid_0p5ngmL,21,3.538811322194247,Oid,26
369,0.5,20131101,Oid_0p5ngmL,5,0.9409201190203708,Oid,7
387,0.5,20131101,Oid_0p5ngmL,40,6.767179797055006,Oid,50
414,0.5,20131101,Oid_0p5ngmL,27,4.65602807660029,Oid,34
326,0.5,20131101,Oid_0p5ngmL,23,3.867970763714044,Oid,29
312,0.5,20131101,Oid_0p5ngmL,5,0.9897102922102694,Oid,7
387,0.5,20131101,Oid_0p5ngmL,39,6.594500648508432,Oid,48
384,0.5,20131101,Oid_0p5ngmL,6,1.0669535362783245,Oid,7
404,0.5,20131101,Oid_0p5ngmL,34,5.78018133821622,Oid,43
342,0.5,20131101,Oid_0p5ngmL,2,0.37749599450675214,Oid,3
372,0.5,20131101,Oid_0p5ngmL,2,0.4614999618524451,Oid,3
396,0.5,20131101,Oid_0p5ngmL,39,6.585961699855039,Oid,48
340,0.5,20131101,Oid_0p5ngmL,16,2.7165606164644838,Oid,20
300,0.5,20131101,Oid_0p5ngmL,18,3.0400390630960548,Oid,23
261,0.5,20131101,Oid_0p5ngmL,0,0.12680552376592652,Oid,1
304,0.5,20131101,Oid_0p5ngmL,6,1.06258640421149,Oid,8
335,0.5,20131101,Oid_0p5ngmL,33,5.571561211566338,Oid,42
350,0.5,20131101,Oid_0p5ngmL,10,1.7776455329213392,Oid,13
421,0.5,20131101,Oid_0p5ngmL,74,12.556957228961625,Oid,93
344,0.5,20131101,Oid_0p5ngmL,1,0.2605203326466773,Oid,2
397,0.5,20131101,Oid_0p5ngmL,2,0.3591666132600899,Oid,2
396,0.5,20131101,Oid_0p5ngmL,11,1.9842801556420235,Oid,14
377,0.5,20131101,Oid_0p5ngmL,18,3.1414206149385824,Oid,24
374,0.5,20131101,Oid_0p5ngmL,19,3.2217216449225594,Oid,24
308,0.5,20131101,Oid_0p5ngmL,23,3.8982192721446554,Oid,29
354,0.5,20131101,Oid_0p5ngmL,35,5.993923857480736,Oid,45
367,0.5,20131101,Oid_0p5ngmL,15,2.6717712367437243,Oid,19
355,0.5,20131101,Oid_0p5ngmL,0,0.1488548104066529,Oid,1
318,0.5,20131101,Oid_0p5ngmL,21,3.5969115739681077,Oid,27
363,0.5,20131101,Oid_0p5ngmL,39,6.644034485389486,Oid,50
377,0.5,20131101,Oid_0p5ngmL,21,3.6809515526054777,Oid,27
366,0.5,20131101,Oid_0p5ngmL,56,9.533379110399023,Oid,70
311,0.5,20131101,Oid_0p5ngmL,31,5.347444876783398,Oid,40
453,0.5,20131101,Oid_0p5ngmL,29,4.903666742961776,Oid,36
313,0.5,20131101,Oid_0p5ngmL,8,1.3946044098573278,Oid,11
390,0.5,20131101,Oid_0p5ngmL,33,5.545745021744107,Oid,42
348,0.5,20131101,Oid_0p5ngmL,14,2.4791119249256117,Oid,18
410,0.5,20131101,Oid_0p5ngmL,22,3.761959258411536,Oid,28
374,0.5,20131101,Oid_0p5ngmL,12,2.1454642557412065,Oid,16
431,0.5,20131101,Oid_0p5ngmL,14,2.4917891203173874,Oid,18
383,0.5,20131101,Oid_0p5ngmL,29,4.950939192797742,Oid,37
371,0.5,20131101,Oid_0p5ngmL,39,6.648786144808117,Oid,49
362,0.5,20131101,Oid_0p5ngmL,43,7.337201922636758,Oid,54
364,0.5,20131101,Oid_0p5ngmL,0,0.11472037842374302,Oid,1
336,0.5,20131101,Oid_0p5ngmL,21,3.6163607232776367,Oid,26
362,0.5,20131101,Oid_0p5ngmL,11,1.9592370489051656,Oid,15
308,0.5,20131101,Oid_0p5ngmL,22,3.794422766460668,Oid,28
364,0.5,20131101,Oid_0p5ngmL,11,1.8742854352635991,Oid,13
377,0.5,20131101,Oid_0p5ngmL,0,0.004367132066834518,Oid,0
313,0.5,20131101,Oid_0p5ngmL,17,2.959288929579613,Oid,22
368,0.5,20131101,Oid_0p5ngmL,7,1.290914717326619,Oid,9
345,0.5,20131101,Oid_0p5ngmL,10,1.747063401235981,Oid,13
303,0.5,20131101,Oid_0p5ngmL,49,8.26341417563134,Oid,62
415,0.5,20131101,Oid_0p5ngmL,3,0.6541359578850998,Oid,5
312,0.5,20131101,Oid_0p5ngmL,49,8.329042496375983,Oid,62
350,0.5,20131101,Oid_0p5ngmL,21,3.5528740367742424,Oid,26
351,0.5,20131101,Oid_0p5ngmL,31,5.338335240711071,Oid,40
345,0.5,20131101,Oid_0p5ngmL,9,1.5170641641870757,Oid,10
366,0.5,20131101,Oid_0p5ngmL,24,4.133122758831159,Oid,30
336,0.5,20131101,Oid_0p5ngmL,13,2.3404867627985046,Oid,17
342,0.5,20131101,Oid_0p5ngmL,24,4.142493263141832,Oid,31
296,0.5,20131101,Oid_0p5ngmL,4,0.6796124208438237,Oid,5
365,0.5,20131101,Oid_0p5ngmL,2,0.3665591821164264,Oid,3
367,0.5,20131101,Oid_0p5ngmL,24,4.039014267185474,Oid,30
301,0.5,20131101,Oid_0p5ngmL,11,1.9964721141374842,Oid,15
386,0.5,20131101,Oid_0p5ngmL,43,7.365755703059435,Oid,54
291,0.5,20131101,Oid_0p5ngmL,1,0.20679636835278853,Oid,1
296,0.5,20131101,Oid_0p5ngmL,0,0.0,Oid,0
363,0.5,20131101,Oid_0p5ngmL,22,3.7179797055008783,Oid,28
344,0.5,20131101,Oid_0p5ngmL,22,3.7615899900816365,Oid,27
383,0.5,20131101,Oid_0p5ngmL,0,0.0,Oid,0
342,0.5,20131101,Oid_0p5ngmL,25,4.2517555504692135,Oid,33
324,0.5,20131101,Oid_0p5ngmL,6,1.055569695582513,Oid,8
341,0.5,20131101,Oid_0p5ngmL,21,3.5690211337453266,Oid,27
300,0.5,20131101,Oid_0p5ngmL,42,7.1149896696421635,Oid,53
341,0.5,20131101,Oid_0p5ngmL,3,0.5045456626230258,Oid,4
378,0.5,20131101,Oid_0p5ngmL,44,7.4336430914778315,Oid,55
355,0.5,20131101,Oid_0p5ngmL,24,4.037615442130159,Oid,30
312,0.5,20131101,Oid_0p5ngmL,22,3.7354390783550775,Oid,28
382,0.5,20131101,Oid_0p5ngmL,3,0.5548577096208129,Oid,4
317,0.5,20131101,Oid_0p5ngmL,1,0.2654489967193103,Oid,2
352,0.5,20131101,Oid_0p5ngmL,27,4.5530606851300846,Oid,34
298,0.5,20131101,Oid_0p5ngmL,8,1.4783154039826043,Oid,11
346,0.5,20131101,Oid_0p5ngmL,4,0.6922905928130006,Oid,6
356,0.5,20131101,Oid_0p5ngmL,24,4.160320927748531,Oid,31
396,0.5,20131101,Oid_0p5ngmL,26,4.445804531929503,Oid,33
443,0.5,20131101,Oid_0p5ngmL,22,3.737422751201648,Oid,27
335,0.5,20131101,Oid_0p5ngmL,23,3.916676585030898,Oid,29
348,0.5,20131101,Oid_0p5ngmL,29,4.982143892576486,Oid,37
286,0.5,20131101,Oid_0p5ngmL,35,5.943024277103835,Oid,44
401,0.5,20131101,Oid_0p5ngmL,16,2.727069443808652,Oid,20
412,0.5,20131101,Oid_0p5ngmL,10,1.8183657587548636,Oid,13
327,0.5,20131101,Oid_0p5ngmL,15,2.64835584039063,Oid,20
337,0.5,20131101,Oid_0p5ngmL,4,0.8140596627756159,Oid,6
310,0.5,20131101,Oid_0p5ngmL,0,0.03041428244449532,Oid,0
313,0.5,20131101,Oid_0p5ngmL,1,0.18066987106126503,Oid,1
386,0.5,20131101,Oid_0p5ngmL,3,0.6327437857633327,Oid,4
278,0.5,20131101,Oid_0p5ngmL,15,2.630939192797741,Oid,20
350,0.5,20131101,Oid_0p5ngmL,29,5.028485542076753,Oid,37
310,0.5,20131101,Oid_0p5ngmL,23,3.936104371709773,Oid,29
343,0.5,20131101,Oid_0p5ngmL,29,4.944145876249333,Oid,37
336,0.5,20131101,Oid_0p5ngmL,12,2.1261380331120767,Oid,16
321,0.5,20131101,Oid_0p5ngmL,16,2.77736476691844,Oid,20
345,0.5,20131101,Oid_0p5ngmL,9,1.627673762111848,Oid,13
404,0.5,20131101,Oid_0p5ngmL,1,0.3060837720302128,Oid,2
343,0.5,20131101,Oid_0p5ngmL,26,4.426895551995117,Oid,33
333,0.5,20131101,Oid_0p5ngmL,24,4.090348668650338,Oid,30
341,0.5,20131101,Oid_0p5ngmL,34,5.8311109483482095,Oid,43
357,0.5,20131101,Oid_0p5ngmL,19,3.2302784161135256,Oid,24
353,0.5,20131101,Oid_0p5ngmL,23,3.8949660486762796,Oid,29
383,0.5,20131101,Oid_0p5ngmL,14,2.375570305943389,Oid,19
364,0.5,20131101,Oid_0p5ngmL,29,4.961255756466012,Oid,38
354,0.5,20131101,Oid_0p5ngmL,2,0.33774929427023725,Oid,2
316,0.5,20131101,Oid_0p5ngmL,8,1.4657175555046922,Oid,11
325,0.5,20131101,Oid_0p5ngmL,29,4.996566720073243,Oid,37
372,0.5,20131101,Oid_0p5ngmL,0,0.1436240177004654,Oid,2
384,0.5,20131101,Oid_0p5ngmL,19,3.2689402609292744,Oid,24
374,0.5,20131101,Oid_0p5ngmL,33,5.567376211184863,Oid,42
344,0.5,20131101,Oid_0p5ngmL,19,3.2654734111543453,Oid,24
331,0.5,20131101,Oid_0p5ngmL,29,4.949742885481041,Oid,36
301,0.5,20131101,Oid_0p5ngmL,16,2.739934386205844,Oid,20
386,0.5,20131101,Oid_0p5ngmL,38,6.488493171587701,Oid,48
314,0.5,20131101,Oid_0p5ngmL,26,4.4650797283894095,Oid,33
408,0.5,20131101,Oid_0p5ngmL,37,6.269792202639811,Oid,46
398,0.5,20131101,Oid_0p5ngmL,44,7.396697947661557,Oid,54
352,0.5,20131101,Oid_0p5ngmL,34,5.722121858548865,Oid,41
333,0.5,20131101,Oid_0p5ngmL,17,2.953792629892424,Oid,22
299,0.5,20131101,Oid_0p5ngmL,26,4.482334630350193,Oid,33
267,0.5,20131101,Oid_0p5ngmL,10,1.8305088883802547,Oid,14
291,0.5,20131101,Oid_0p5ngmL,15,2.6286320286869618,Oid,20
315,0.5,20131101,Oid_0p5ngmL,3,0.522780193789578,Oid,4
284,0.5,20131101,Oid_0p5ngmL,1,0.21439377431906612,Oid,1
374,0.5,20131101,Oid_0p5ngmL,12,2.112415655756466,Oid,16
380,0.5,20131101,Oid_0p5ngmL,29,4.9911904173342485,Oid,37
396,0.5,20131101,Oid_0p5ngmL,21,3.6220920119020374,Oid,26
299,0.5,20131101,Oid_0p5ngmL,20,3.5021589074540316,Oid,25
291,0.5,20131101,Oid_0p5ngmL,12,2.1130738689250017,Oid,16
289,0.5,20131101,Oid_0p5ngmL,28,4.8269108110170125,Oid,36
